phase,matrix,variable,x_label,x_value,component,component_index,lambda,factor_value,plotted_value,y_label
FCC,A,Co,x_Co,0.05,r=6,6,0.9999999999997041,-0.015674429304704814,-0.015674429304700175,λ·A
FCC,A,Co,x_Co,0.06,r=6,6,0.9999999999997041,0.07766783744890964,0.07766783744888665,λ·A
FCC,A,Co,x_Co,0.07,r=6,6,0.9999999999997041,-0.01453391954584397,-0.01453391954583967,λ·A
FCC,A,Co,x_Co,0.08,r=6,6,0.9999999999997041,-0.09710635291003542,-0.09710635291000669,λ·A
FCC,A,Co,x_Co,0.09,r=6,6,0.9999999999997041,0.0380904570917524,0.03809045709174113,λ·A
FCC,A,Co,x_Co,0.1,r=6,6,0.9999999999997041,0.2133396977967356,0.21333969779667247,λ·A
FCC,A,Co,x_Co,0.11,r=6,6,0.9999999999997041,0.27788212615870567,0.27788212615862345,λ·A
FCC,A,Co,x_Co,0.12,r=6,6,0.9999999999997041,0.17027649327808708,0.1702764932780367,λ·A
FCC,A,Co,x_Co,0.13,r=6,6,0.9999999999997041,0.12818582089401073,0.12818582089397282,λ·A
FCC,A,Co,x_Co,0.14,r=6,6,0.9999999999997041,0.23412458308682216,0.23412458308675288,λ·A
FCC,A,Co,x_Co,0.15,r=6,6,0.9999999999997041,0.320614558529045,0.32061455852895016,λ·A
FCC,A,Co,x_Co,0.16,r=6,6,0.9999999999997041,0.33480943078522984,0.33480943078513076,λ·A
FCC,A,Co,x_Co,0.17,r=6,6,0.9999999999997041,0.2741020079521089,0.27410200795202777,λ·A
FCC,A,Co,x_Co,0.18,r=6,6,0.9999999999997041,0.19060431596503893,0.19060431596498253,λ·A
FCC,A,Co,x_Co,0.19,r=6,6,0.9999999999997041,0.21117283293857242,0.21117283293850994,λ·A
FCC,A,Co,x_Co,0.2,r=6,6,0.9999999999997041,0.2921091348625486,0.29210913486246215,λ·A
FCC,A,Co,x_Co,0.21,r=6,6,0.9999999999997041,0.22797110384623834,0.2279711038461709,λ·A
FCC,A,Co,x_Co,0.22,r=6,6,0.9999999999997041,0.11944293346929387,0.11944293346925852,λ·A
FCC,A,Co,x_Co,0.23,r=6,6,0.9999999999997041,0.06009491693687077,0.06009491693685299,λ·A
FCC,A,Co,x_Co,0.24,r=6,6,0.9999999999997041,0.1476721272344064,0.1476721272343627,λ·A
FCC,A,Co,x_Co,0.25,r=6,6,0.9999999999997041,0.18233247258176513,0.18233247258171117,λ·A
FCC,A,Co,x_Co,0.26,r=6,6,0.9999999999997041,0.0605585113870898,0.060558511387071884,λ·A
